   Point	                                    	nearest_coord	                            new_distance	    new_point	                                timestamp	    uncertainty
1880	POINT (14.60856043349491 59.1238977349753)	9.0	POINT (14.60856043349491 59.1238977349753)	2.0	POINT (59.12391568873656 14.60856043349491)	1610726753.0	2.0
1881	POINT (14.60856043349522 59.12389773497533)	9.0	POINT (14.60856043349522 59.12389773497533)	2.0	POINT (59.12391568873658 14.60856043349522)	1610726754.0	2.0
1883	POINT (14.60856043349491 59.1238977349753)	9.0	POINT (14.60856043349491 59.1238977349753)	2.0	POINT (59.12391568873656 14.60856043349491)	1610726756.0	2.0
1890	POINT (14.60855017388561 59.12389873058424)	9.0	POINT (14.60855017388561 59.12389873058424)	2.0	POINT (59.12391668434547 14.60855017388561)	1610726750.0	2.0
1893	POINT (14.60856043128302 59.12389776306461)	9.0	POINT (14.60856043128302 59.12389776306461)	2.0	POINT (59.12391571682586 14.60856043128302)	1610726752.0	2.0
1894	POINT (14.60854449023946 59.12389299270804)	9.0	POINT (14.60854449023946 59.12389299270804)	2.0	POINT (59.12391094646929 14.60854449023946)	1610726560.0	2.0
1895	POINT (14.60854431831901 59.12389371940194)	9.0	POINT (14.60854431831901 59.12389371940194)	2.0	POINT (59.12391167316321 14.60854431831901)	1610726562.0	2.0
1897	POINT (14.60854605085579 59.12389391824289)	9.0	POINT (14.60854605085579 59.12389391824289)	2.0158873366453003	POINT (59.12391201462287 14.60854605085579)	1610726563.0	2.0158873366453003
1899	POINT (14.60855472834096 59.12390124467935)	9.0	POINT (14.60855472834096 59.12390124467935)	2.0	POINT (59.1239191984406 14.60855472834096)	1610726724.0	2.0
1900	POINT (14.6085547251261 59.12390123348302)	9.0	POINT (14.6085547251261 59.12390123348302)	2.0	POINT (59.12391918724425 14.6085547251261)	1610726725.0	2.0
1901	POINT (14.6085483580311 59.12389389724424)	9.0	POINT (14.6085483580311 59.12389389724424)	2.0	POINT (59.12391185100551 14.6085483580311)	1610726555.0	2.0
1902	POINT (14.60855678128954 59.12390033596529)	9.0	POINT (14.60855678128954 59.12390033596529)	2.0	POINT (59.12391828972653 14.60855678128954)	1610726737.0	2.0
1903	POINT (14.60856092776817 59.12387920126526)	9.0	POINT (14.60856092776817 59.12387920126526)	4.416952171092713	POINT (59.12391885171767 14.60856092776817)	1610726763.0	4.416952171092713
1905	POINT (14.60854501203714 59.12390141988374)	9.0	POINT (14.60854501203714 59.12390141988374)	3.08768625119828	POINT (59.12392913767459 14.60854501203714)	1610726764.0	3.08768625119828
1909	POINT (14.60855384431278 59.12390296305035)	9.0	POINT (14.60855384431278 59.12390296305035)	2.0	POINT (59.12392091681158 14.60855384431278)	1610726765.0	2.0
1915	POINT (14.60855374669584 59.1239029031774)	9.0	POINT (14.60855374669584 59.1239029031774)	2.0	POINT (59.12392085693864 14.60855374669584)	1610726767.0	2.0
1923	POINT (14.60856043349491 59.1238977349753)	9.0	POINT (14.60856043349491 59.1238977349753)	2.0	POINT (59.12391568873656 14.60856043349491)	1610726760.0	2.0
1925	POINT (14.60856092776818 59.12387920126525)	9.0	POINT (14.60856092776818 59.12387920126525)	4.416952171092713	POINT (59.12391885171767 14.60856092776818)	1610726762.0	4.416952171092713
1932	POINT (14.60852520120886 59.12385953459209)	9.0	POINT (14.60852520120886 59.12385953459209)	2.7869084125686827	POINT (59.12388455233638 14.60852520120886)	1610726771.0	2.7869084125686827
1934	POINT (14.60855618184635 59.12390464613938)	9.0	POINT (14.60855618184635 59.12390464613938)	2.2726643719362647	POINT (59.12392504757613 14.60855618184635)	1610726772.0	2.2726643719362647
1935	POINT (14.60855383843392 59.12390209290386)	9.0	POINT (14.60855383843392 59.12390209290386)	2.0	POINT (59.12392004666509 14.60855383843392)	1610726773.0	2.0
1938	POINT (14.6085538384345 59.12390209290416)	9.0	POINT (14.6085538384345 59.12390209290416)	2.0	POINT (59.12392004666539 14.6085538384345)	1610726774.0	2.0
1939	POINT (14.60855382853093 59.12390207547315)	9.0	POINT (14.60855382853093 59.12390207547315)	2.0	POINT (59.12392002923439 14.60855382853093)	1610726776.0	2.0
1945	POINT (14.60854942931473 59.12389615370876)	9.0	POINT (14.60854942931473 59.12389615370876)	2.0	POINT (59.12391410747001 14.60854942931473)	1610726800.0	2.0
1950	POINT (14.60855457078488 59.12389641533443)	9.0	POINT (14.60855457078488 59.12389641533443)	2.0	POINT (59.12391436909568 14.60855457078488)	1610726802.0	2.0
1962	POINT (14.60855128838119 59.12389978924074)	9.0	POINT (14.60855128838119 59.12389978924074)	2.0	POINT (59.12391774300198 14.60855128838119)	1610726782.0	2.0
1974	POINT (14.60854942931473 59.12389615370876)	9.0	POINT (14.60854942931473 59.12389615370876)	2.0	POINT (59.12391410747001 14.60854942931473)	1610726793.0	2.0
2024	POINT (14.60854376254618 59.12389020559594)	9.0	POINT (14.60854376254618 59.12389020559594)	2.0	POINT (59.12390815935721 14.60854376254618)	1610728098.0	2.0
2035	POINT (14.60855736267531 59.1239006061666)	9.0	POINT (14.60855736267531 59.1239006061666)	2.0	POINT (59.12391855992784 14.60855736267531)	1610728101.0	2.0
2040	POINT (14.60855802188111 59.12390509076171)	9.0	POINT (14.60855802188111 59.12390509076171)	2.0	POINT (59.12392304452294 14.60855802188111)	1610728106.0	2.0
2045	POINT (14.6085640789748 59.12390339946557)	9.0	POINT (14.6085640789748 59.12390339946557)	2.0	POINT (59.12392135322679 14.6085640789748)	1610728119.0	2.0
2047	POINT (14.60854885832977 59.12389318092379)	9.0	POINT (14.60854885832977 59.12389318092379)	2.0	POINT (59.12391113468504 14.60854885832977)	1610728123.0	2.0
2050	POINT (14.60854458232839 59.12389598094944)	9.0	POINT (14.60854458232839 59.12389598094944)	2.0	POINT (59.12391393471069 14.60854458232839)	1610728138.0	2.0
2051	POINT (14.60858329864729 59.12388756408435)	9.0	POINT (14.60858329864729 59.12388756408435)	2.7869084125686827	POINT (59.12391258182852 14.60858329864729)	1610728140.0	2.7869084125686827
2052	POINT (14.60852491449968 59.12388223915722)	9.0	POINT (14.60852491449968 59.12388223915722)	2.483834737194666	POINT (59.12390453624519 14.60852491449968)	1610728141.0	2.483834737194666
2054	POINT (14.60857138795061 59.12387571652032)	9.0	POINT (14.60857138795061 59.12387571652032)	2.0	POINT (59.12389367028162 14.60857138795061)	1610728149.0	2.0
2056	POINT (14.60853285872659 59.1239003671824)	9.0	POINT (14.60853285872659 59.1239003671824)	2.483834737194666	POINT (59.12392266427031 14.60853285872659)	1610728153.0	2.483834737194666
2057	POINT (14.60854612959546 59.12388982489012)	9.0	POINT (14.60854612959546 59.12388982489012)	2.1211275342492564	POINT (59.12390886599882 14.60854612959546)	1610728156.0	2.1211275342492564
2059	POINT (14.60853405266618 59.12387028871542)	9.0	POINT (14.60853405266618 59.12387028871542)	2.0	POINT (59.12388824247675 14.60853405266618)	1610728157.0	2.0
2060	POINT (14.60858248997423 59.12388213681549)	9.0	POINT (14.60858248997423 59.12388213681549)	2.589227674527742	POINT (59.12390538000329 14.60858248997423)	1610728159.0	2.589227674527742
2063	POINT (14.60855645880646 59.1238985572617)	9.0	POINT (14.60855645880646 59.1238985572617)	2.0	POINT (59.12391651102295 14.60855645880646)	1610728170.0	2.0
2065	POINT (14.60857424776717 59.12387724680643)	9.0	POINT (14.60857424776717 59.12387724680643)	2.0	POINT (59.12389520056773 14.60857424776717)	1610728178.0	2.0
2070	POINT (14.60854623936011 59.12388437949068)	9.0	POINT (14.60854623936011 59.12388437949068)	3.5085098209256573	POINT (59.12391587496455 14.60854623936011)	1610728191.0	3.5085098209256573
2074	POINT (14.60855868547845 59.1238808705295)	9.0	POINT (14.60855868547845 59.1238808705295)	2.0	POINT (59.12389882429079 14.60855868547845)	1610728199.0	2.0
2075	POINT (14.60854262040318 59.12389747920336)	9.0	POINT (14.60854262040318 59.12389747920336)	2.483834737194666	POINT (59.12391977629128 14.60854262040318)	1610728210.0	2.483834737194666
2077	POINT (14.60856565680589 59.1239023210575)	9.0	POINT (14.60856565680589 59.1239023210575)	3.5085098209256573	POINT (59.12393381653128 14.60856565680589)	1610728219.0	3.5085098209256573
2078	POINT (14.60855479172999 59.12388130037419)	9.0	POINT (14.60855479172999 59.12388130037419)	3.1269626693514514	POINT (59.12390937074485 14.60855479172999)	1610728221.0	3.1269626693514514
2079	POINT (14.60856787696223 59.12390228923422)	9.0	POINT (14.60856787696223 59.12390228923422)	2.0	POINT (59.12392024299545 14.60856787696223)	1610728231.0	2.0
2083	POINT (14.6085649830286 59.12389470312622)	9.0	POINT (14.6085649830286 59.12389470312622)	3.5085098209256573	POINT (59.12392619860004 14.6085649830286)	1610728253.0	3.5085098209256573
2084	POINT (14.60854655779897 59.12388249950143)	9.0	POINT (14.60854655779897 59.12388249950143)	2.60584348254714	POINT (59.12390589184734 14.60854655779897)	1610728269.0	2.60584348254714
2085	POINT (14.6085701488267 59.12390144400457)	9.0	POINT (14.6085701488267 59.12390144400457)	2.213720039693932	POINT (59.1239213163051 14.6085701488267)	1610728287.0	2.213720039693932
2086	POINT (14.60853305008627 59.12389317529254)	9.0	POINT (14.60853305008627 59.12389317529254)	3.5085098209256573	POINT (59.12392467076636 14.60853305008627)	1610728293.0	3.5085098209256573
2087	POINT (14.60856514104046 59.12387455903453)	9.0	POINT (14.60856514104046 59.12387455903453)	3.1269626693514514	POINT (59.12390262940519 14.60856514104046)	1610728297.0	3.1269626693514514
2088	POINT (14.60854480951786 59.12389691520107)	9.0	POINT (14.60854480951786 59.12389691520107)	2.0	POINT (59.12391486896232 14.60854480951786)	1610728349.0	2.0
2090	POINT (14.60853712350826 59.1239002466257)	9.0	POINT (14.60853712350826 59.1239002466257)	2.7869084125686827	POINT (59.12392526436982 14.60853712350826)	1610728384.0	2.7869084125686827
2091	POINT (14.60857015414096 59.1238755550096)	9.0	POINT (14.60857015414096 59.1238755550096)	2.483834737194666	POINT (59.1238978520976 14.60857015414096)	1610728389.0	2.483834737194666
2095	POINT (14.60854542150252 59.12390016284702)	9.0	POINT (14.60854542150252 59.12390016284702)	2.589227674527742	POINT (59.12392340603475 14.60854542150252)	1610728398.0	2.589227674527742
2096	POINT (14.60855168365206 59.12390023024418)	9.0	POINT (14.60855168365206 59.12390023024418)	2.213720039693932	POINT (59.1239201025447 14.60855168365206)	1610728400.0	2.213720039693932
2097	POINT (14.60855654600407 59.12390495423982)	9.0	POINT (14.60855654600407 59.12390495423982)	2.483834737194666	POINT (59.12392725132771 14.60855654600407)	1610728404.0	2.483834737194666
2098	POINT (14.60857252604949 59.1238787866461)	9.0	POINT (14.60857252604949 59.1238787866461)	2.213720039693932	POINT (59.12389865894669 14.60857252604949)	1610728409.0	2.213720039693932
2101	POINT (14.60854664212406 59.12388404280954)	9.0	POINT (14.60854664212406 59.12388404280954)	2.0566966480068776	POINT (59.12390250552987 14.60854664212406)	1610728429.0	2.0566966480068776
2102	POINT (14.60856528536624 59.12387495170889)	9.0	POINT (14.60856528536624 59.12387495170889)	2.213720039693932	POINT (59.12389482400948 14.60856528536624)	1610728440.0	2.213720039693932
2103	POINT (14.60854421037983 59.12390075151991)	9.0	POINT (14.60854421037983 59.12390075151991)	2.0566966480068776	POINT (59.12391921424019 14.60854421037983)	1610728459.0	2.0566966480068776
2104	POINT (14.60855421408128 59.1239063333329)	9.0	POINT (14.60855421408128 59.1239063333329)	2.483834737194666	POINT (59.1239286304208 14.60855421408128)	1610728472.0	2.483834737194666
2105	POINT (14.60854470560772 59.12387410872189)	9.0	POINT (14.60854470560772 59.12387410872189)	3.7719574202220825	POINT (59.12390796913347 14.60854470560772)	1610728480.0	3.7719574202220825
2106	POINT (14.60853720214563 59.12389096413106)	9.0	POINT (14.60853720214563 59.12389096413106)	3.1269626693514514	POINT (59.12391903450167 14.60853720214563)	1610728488.0	3.1269626693514514
2107	POINT (14.60853950221124 59.1238681853046)	9.0	POINT (14.60853950221124 59.1238681853046)	2.0	POINT (59.12388613906593 14.60853950221124)	1610728490.0	2.0
2108	POINT (14.60852971364965 59.12386275627627)	9.0	POINT (14.60852971364965 59.12386275627627)	2.7869084125686827	POINT (59.12388777402053 14.60852971364965)	1610728498.0	2.7869084125686827
2109	POINT (14.60856532024769 59.12387372053999)	9.0	POINT (14.60856532024769 59.12387372053999)	2.483834737194666	POINT (59.12389601762799 14.60856532024769)	1610728500.0	2.483834737194666
2112	POINT (14.60854087941834 59.12390065602203)	9.0	POINT (14.60854087941834 59.12390065602203)	2.0	POINT (59.12391860978327 14.60854087941834)	1610728511.0	2.0
2114	POINT (14.60857181992806 59.12387839547039)	9.0	POINT (14.60857181992806 59.12387839547039)	2.0	POINT (59.12389634923169 14.60857181992806)	1610728518.0	2.0
2115	POINT (14.60855417503898 59.12390627082385)	9.0	POINT (14.60855417503898 59.12390627082385)	2.483834737194666	POINT (59.12392856791173 14.60855417503898)	1610728527.0	2.483834737194666
2116	POINT (14.6085555694209 59.12390559874292)	9.0	POINT (14.6085555694209 59.12390559874292)	2.213720039693932	POINT (59.12392547104343 14.6085555694209)	1610728540.0	2.213720039693932
2118	POINT (14.6085427884127 59.12390094397983)	9.0	POINT (14.6085427884127 59.12390094397983)	2.5003142261313065	POINT (59.12392338900215 14.6085427884127)	1610728560.0	2.5003142261313065
2119	POINT (14.60853676440932 59.12390304587461)	9.0	POINT (14.60853676440932 59.12390304587461)	2.7869084125686827	POINT (59.12392806361871 14.60853676440932)	1610728563.0	2.7869084125686827
2120	POINT (14.60855346117021 59.12390358037825)	9.0	POINT (14.60855346117021 59.12390358037825)	2.5003142261313065	POINT (59.12392602540056 14.60855346117021)	1610728569.0	2.5003142261313065
2121	POINT (14.60857850809699 59.12389035074141)	9.0	POINT (14.60857850809699 59.12389035074141)	4.87505516180146	POINT (59.1239341135296 14.60857850809699)	1610728599.0	4.87505516180146
2122	POINT (14.60854496525099 59.12390142497811)	9.0	POINT (14.60854496525099 59.12390142497811)	2.0	POINT (59.12391937873936 14.60854496525099)	1610728601.0	2.0
2123	POINT (14.60853148331727 59.12385992344698)	9.0	POINT (14.60853148331727 59.12385992344698)	3.1269626693514514	POINT (59.12388799381772 14.60853148331727)	1610728639.0	3.1269626693514514
2125	POINT (14.60854249272439 59.12390140078666)	9.0	POINT (14.60854249272439 59.12390140078666)	3.936612766178265	POINT (59.12393673928946 14.60854249272439)	1610728648.0	3.936612766178265
2128	POINT (14.60854850560393 59.12389354637443)	9.0	POINT (14.60854850560393 59.12389354637443)	2.0	POINT (59.12391150013568 14.60854850560393)	1610728673.0	2.0
2129	POINT (14.60854683174548 59.12389382736689)	9.0	POINT (14.60854683174548 59.12389382736689)	2.0	POINT (59.12391178112815 14.60854683174548)	1610728679.0	2.0
2131	POINT (14.60854720038425 59.12389829725532)	9.0	POINT (14.60854720038425 59.12389829725532)	2.213720039693932	POINT (59.12391816955584 14.60854720038425)	1610728688.0	2.213720039693932
2148	POINT (14.60856392354253 59.12390135150731)	9.0	POINT (14.60856392354253 59.12390135150731)	2.483834737194666	POINT (59.12392364859522 14.60856392354253)	1610728308.0	2.483834737194666
2149	POINT (14.60853556933102 59.12385655756867)	9.0	POINT (14.60853556933102 59.12385655756867)	3.588112716584453	POINT (59.12388876762837 14.60853556933102)	1610728620.0	3.588112716584453
2174	POINT (14.60853453544833 59.12387158978816)	9.0	POINT (14.60853453544833 59.12387158978816)	2.0	POINT (59.12388954354947 14.60853453544833)	1610729531.0	2.0
